VIN-NR,MAKE-OF-CAR,MODEL-Short,MODEL-YEAR
3CZRE38309G701388,HOND,CRV,2009
1C4PJLLB9KD324456,JEEP,CHE,2019
5NPEH4J23MH097791,HYUN,SON,2021
5FNYF3H98BB017865,HOND,   ,2011
1GD59LE76MF204044,GMC ,   ,2021
1GCEC14Z6SZ249106,CHEV,   ,1995
3GTU2NEC0JG552106,GMC ,   ,2018
5J6RM4H71FL041789,HOND,CRV,2015
1FTRX14WX4NC46392,FORD,   ,2004
5TDDKRFH3GS335788,TOYT,HGH,2016
1FT7W2B63KEG51669,FORD,   ,2019
4T1B11HK9KU231617,TOYT,CAY,2019
1GNSCAKC3FR237512,CHEV,TAH,2015
5FNYF5H73GB008069,HOND,PLT,2016
3GTU2VECXEG474892,GMC ,   ,2014
1FD7X2B62KEG59190,FORD,   ,2019
4T1BE46K27U727116,TOYT,CAM,2007
1FTSS34L38DB36863,FORD,   ,2008
1GGCS1441T8702844,ISU ,   ,1996
3KPF24AD1ME331423,KIA ,FRT,2021
5J6TF1H51EL000932,HOND,   ,2014
19XFB2F50FE111182,HOND,CIV,2015
1FDNF6AN9NDF11817,FORD,   ,2022
1G4HP52K134151464,BUIC,LES,2003
4T1BF3EKXBU640789,TOYT,CAM,2011
1C3CCBBB8EN119296,CHRY,200,2014
WDDGF4HB8EA949474,MERZ,C  ,2014
JT3HN86R5X0233699,TOYT,NS ,1999
1FTEW1CP3MFC98260,FORD,   ,2021
1FDXF46F3YED82633,FORD,   ,2000
1GTEK14K6NZ516755,GMC ,   ,1992
JTHBJ46G072008405,LEXS,ES ,2007
JTDEBRBE8LJ028074,TOYT,COR,2020
      5F07T734555,FORD,MUS,1965
3GCPCSEA3BG116794,CHEV,   ,2011
1N4AA6AP3HC397090,NISS,MAX,2017
5TETX22NX5Z023211,TOYT,   ,2005
1N4AL2AP7CN487861,NISS,ALT,2012
1GCGC13U22F225367,CHEV,   ,2002
7FARW1H84NE012137,HOND,CRV,2022
1G2ZH57N594169973,PONT,G6 ,2009
4JGDF7DE0HA888815,MERZ,GLS,2017
1Z7HC28K17S126284,MITS,   ,2007
1GCCS1946VK214974,CHEV,   ,1997
2HSFBAER9TC059621,ITNL,   ,1996
5TBET34186S542043,TOYT,   ,2006
1GT12REG8HF103281,GMC ,   ,2017
1GCEC14V74Z231326,CHEV,   ,2004
3VV3B7AX0KM099884,VOLK,TIG,2019
1FTDF15YXPNA68548,FORD,   ,1993
1GCDC14Z0PZ242283,CHEV,   ,1993
1FDZK1C82NKA20458,FORD,   ,2022
5TBDT44144S444982,TOYT,   ,2004
5J6RE3H79AL008362,HOND,CRV,2010
3GTP1VEC5EG547828,GMC ,   ,2014
2HKYF18484H519031,HOND,PLT,2004
1C4BJWDG8GL311622,JEEP,WRA,2016
2T2JZMAAXLC180330,LEXS,R35,2020
1M2P267Y6XM045207,MACK,   ,1999
1FDRS9ZVXKKA38424,FORD,   ,2019
5KBCP3F87AB017048,HOND,ACC,2010
1D7HA18N36J222417,DODG,   ,2006
1GNKRGED9CJ137155,CHEV,TRV,2012
2G1WA5E33D1163722,CHEV,IMP,2013
3GNBABFW9BS572801,CHEV,HHR,2011
1GKS1KE05BR397184,GMC ,YUK,2011
3PCAJ5BA8MF101461,INFI,QX5,2021
JN8AE2KP8D9064854,NISS,QST,2013
5TDLZRAH4NS124126,TOYT,HDR,2022
1C6RREFT7NN172989,RAM ,   ,2022
4UZABRDT9FCGJ1464,THAS,   ,2015
1GTEC14V74E231138,GMC ,   ,2004
1FMCU0GX4DUB60168,FORD,ECP,2013
5N1AR2MN0DC637580,NISS,PTH,2013
2C4RC1BG2ER435937,CHRY,TNC,2014
3N1AB7AP0FL650531,NISS,SEN,2015
4T4BF1FK5ER374921,TOYT,CAM,2014
1FTRF17263NB22954,FORD,   ,2003
KNAGN4A72B5098745,KIA ,OPT,2011
3GCUKREC0EG130544,CHEV,   ,2014
1C6RR7KG4HS675325,RAM ,   ,2017
5YFS4MCE1MP063633,TOYT,COA,2021
1BAKGCEH0KF352364,BLUB,   ,2019
JN8AS5MT1EW616895,NISS,RGE,2014
3GCNAAEK9NG560542,CHEV,   ,2022
2NKHHM7X9HM175317,KW  ,   ,2017
1G4BN5375NR461046,BUIC,ROA,1992
WA1LAAF7XHD009968,AUDI,Q7 ,2017
1BAKGCPHX9F261948,BLUE,   ,2009
3GCUKREC5FG311169,CHEV,   ,2015
1GBKP32W7K3329629,CHEV,   ,1989
1G4CW54K534159108,BUIC,PAR,2003
1GNLC2EC2FR274475,CHEV,   ,2015
4UZABRDU19CZ94116,THOM,   ,2009
KNAGM4A79D5358029,KIA ,OPT,2013
1GKLRMED9AJ185851,GMC ,ACA,2010
1C4HJWFG3FL611414,JEEP,   ,2015
1GKLVNED9AJ145805,GMC ,ACA,2010
JHMES96673S004764,HOND,CIV,2003
2C3CDZJG8KH758303,DODG,CHL,2019
1GB4CZC84DF128439,CHEV,   ,2013
5TFEY5F10AX086060,TOYT,   ,2010
5FNYF6H89NB099392,HOND,PLT,2022
3GTU2NECXJG361938,GMC ,   ,2018
2G1WS57MX91292082,CHEV,IMP,2009
1C4RJEAG8KC643792,JEEP,   ,2019
1FTEW1C52KKF09466,FORD,   ,2019
1FDUF5GT6FEA26073,FORD,   ,2015
1FTFW1E53PKD36596,FORD,   ,2023
KL4MMBS2XMB084249,BUIC,   ,2021
2FAFP71W11X202162,FORD,CRV,2001
JA4AP3AU6HZ016434,MITS,OUT,2017
2GT22PEG6K1215455,GMC ,   ,2019
1GNSCJKC1KR210738,CHEV,SUB,2019
1FBZX2ZM0FKB12271,FORD,   ,2015
1FTEW1EG8GFC07162,FORD,   ,2016
3GCUKPEC8FG116123,CHEV,   ,2015
4DRBUC8N9KB084143,ICRP,   ,2019
3D7KR26A18G227480,DODG,   ,2008
2FMDK3JC5DBB00570,FORD,EDG,2013
1B7HG2AN01S293764,DODG,   ,2001
3GTP8DEDXKG187689,GMC ,   ,2019
WBXYJ3C39JEJ84014,BMW ,X2 ,2018
1GCPABEK6NZ573554,CHEV,   ,2022
3N6CM0KN3HK721232,NISS,   ,2017
ZACNJAAB5LPL38840,JEEP,RNG,2020
JTMY1RFV7KD514222,TOYT,RAV,2019
3N1AB41D2WL055779,NISS,SEN,1998
1GB4CZCL2CF163659,CHEV,   ,2012
JHMCP263X8C054999,HOND,ACC,2008
JTJZK1BA7A2407958,LEXS,R35,2010
1FTNE24W16HB08106,FORD,   ,2006
1FVACWFD0LHKV3399,FRHT,   ,2020
JTJGM7BX3P5345975,LEXS,GX4,2023
1GKS1GKC3GR426846,GMC ,YUK,2016
3C63DRJL1CG178912,DODG,   ,2012
1FMCU9GXXGUB58904,FORD,ESC,2016
4T1G11AK9PU753929,TOYT,CAM,2023
1GNSCBKC8KR143786,CHEV,TAH,2019
1FTEW1E50JFB64068,FORD,   ,2018
1FTJW35F9SEA66490,FORD,   ,1995
19UDE5G99RA000267,ACUR,INT,2024
5XXGT4L32KG346202,KIA ,OPT,2019
1FTMF1C89GKE77984,FORD,   ,2016
1GTEK19R1WE513244,GMC ,   ,1998
3C6UR5PLXEG233768,RAM ,   ,2014
1FM5K8AR1DGC73257,FORD,XPL,2013
1B7GL22X1YS799248,DODG,   ,2000
1FDYK87U6GVA56084,FORD,   ,1986
1GCPWAEF3KZ176295,CHEV,   ,2019
JTMBF35V395008221,TOYT,RAV,2009
1GNDS13SX32374422,CHEV,TBZ,2003
1GKKRPED0CJ274286,GMC ,ACA,2012
1C6RR6FT5KS678582,RAM ,   ,2019
2C3CCAEGXKH536098,CHRY,300,2019
3GCPCREC7EG135279,CHEV,   ,2014
JTHBE1KS2B0052147,LEXS,G35,2011
1C6RR6FT3KS705035,RAM ,   ,2019
1FTNF20L7XED59644,FORD,   ,1999
1FTNS24L76DA02491,FORD,250,2006
4T1C11AK2PU148472,TOYT,CAM,2023
3C6UR5HJ0MG637366,RAM ,   ,2021
1FTYR2XM4KKA06193,FORD,RCN,2019
1HD4LE219NB405604,HD  ,   ,2022
1N6DD0ER4KN707280,NISS,   ,2019
1FMSK7DH8MGB40088,FORD,XPL,2021
1HGCR2F36EA102485,HOND,ACC,2014
1HVBBABPX1H410028,ITNL,   ,2001
1GC1KXE81FF505279,CHEV,   ,2015
1G1JC5SH6D4100977,CHEV,SON,2013
1GB6G6BG9E1183665,CHEV,   ,2014
1FTFW1E87MFC19103,FORD,   ,2021
3HAMMMMN0GL078242,INTL,   ,2016
5GAKRBKD1EJ370144,BUIC,ENC,2014
KMHLW4AK4NU005944,HYUN,ELA,2022
1N4AL3AP4EN335965,NISS,ALT,2014
1FMSK7DH5NGC28307,FORD,XPL,2022
1N4AL3AP3DC216962,NISS,ALT,2013
5N1AL0MNXFC547569,INFI,QX6,2015
1FT8W3BT7CEB37065,FORD,   ,2012
1GCGSDEN3H1243571,CHEV,   ,2017
1GCSGAFX9E1149619,CHEV,EXP,2014
1GTW7AFP9P1105222,GMC ,   ,2023
1HGFA16546L072554,HOND,CIV,2006
1C4NJPBB8FD410394,JEEP,PAT,2015
JN1FV7EK6JM530274,INFI,Q60,2018
3TYRX5GN4MT016811,TOYT,   ,2021
1N6BA1F3XHN531814,NISS,   ,2017
1BAKCCSH8NF384502,BLUB,   ,2022
1N4AA6AP2JC397619,NISS,MAX,2018
1C4BJWDG2GL303113,JEEP,WRA,2016
1FTFX1CF9EKG34432,FORD,   ,2014
19XFC1F77ME004040,HOND,CIV,2021
5PVNJ7AN0P5T50392,HINO,   ,2023
1J4FA24118L647629,JEEP,   ,2008
3HSDZAPR6MN631759,INTL,   ,2021
2GNAXSEV4J6267576,CHEV,EQU,2018
1FMPU17L23LA68436,FORD,EPD,2003
3HAEUMMN6PL310895,INTL,   ,2023
1GNSKMKD5PR114289,CHEV,TAH,2023
2HGFB2F51DH592515,HOND,CIV,2013
1GKKRRED4BJ351008,GMC ,ACA,2011
1C4BJWEG1JL820893,JEEP,   ,2018
1G4HD57M49U131026,BUIC,LUC,2009
5J6RT6H99NL003449,HOND,CRV,2022
3N1CN7AP2KL840387,NISS,VER,2019
1FTRX17243NA27628,FORD,   ,2003
1FTFW1CFXDFC21266,FORD,   ,2013
1HGCV1F39LA087743,HOND,ACC,2020
JTDDR32TX20115952,TOYT,CEL,2002
1N6AA1E67JN549880,NISS,   ,2018
1FTEW1CF6FKE51814,FORD,   ,2015
19UUB2F56FA021286,ACUR,RCN,2015
3GTP9EEL4LG126446,GMC ,   ,2020
1FTEW1E57KKC11380,FORD,   ,2019
1J4FA59SX2P746579,JEEP,   ,2002
1GCRCPEC1HZ325922,CHEV,   ,2017
1FTFW1CTXEKF02319,FORD,   ,2014
1GDL7T1C3YJ509505,BLUE,   ,2000
1FTMF1CM9CKD45122,FORD,   ,2012
JS1SP46A992101092,SUZI,   ,2009
1FM5K8AR0HGC24637,FORD,   ,2017
JTHP3JBH0L2024059,LEXS,UX ,2020
2J4FY19P8MJ157286,JEEP,WRG,1991
2T1CE22P92C017182,TOYT,CAM,2002
1G6KS54Y3YU144004,CADI,SEV,2000
1V2ER2CA1MC504118,VOLK,   ,2021
5XXGN4A75DG103552,KIA ,OPT,2013
    CCE676V148169,CHEV,   ,1976
1GNFK03007R324949,CHEV,TAH,2007
1GKS1BKD7NR277625,GMC ,YUK,2022
1GNSK2E03ER177465,CHEV,   ,2014
58ADZ1B10NU136541,LEXS,350,2022
1FTEW1E42KKE56529,FORD,   ,2019
5YFB4MDE3PP010323,TOYT,COA,2023
5YFBURHE2FP355915,TOYT,COA,2015
5TDYZRFH3JS252785,TOYT,   ,2018
3VW167AJ3HM381450,VOLK,JET,2017
3GNAXKEV2NL260899,CHEV,EQX,2022
5TDZKRFH3GS180410,TOYT,HGH,2016
2C3CDXHG6DH542642,DODG,CHA,2013
1FTBR1C85MKA49498,FORD,TRN,2021
5TFCZ5ANXJX164374,TOYT,   ,2018
3GNAXKEV5MS131401,CHEV,EQU,2021
3HAEUMML5LL801354,INTL,   ,2020
4T1F11AK4LU870372,TOYT,CAY,2020
JM3KFADM0M1396397,MAZD,CX5,2021
5FNYF7H21MB000256,HOND,   ,2021
3C7WRKFL5EG267380,RAM ,   ,2014
4T1BK46K87U558082,TOYT,CAY,2007
2T3YFREV9HW314294,TOYT,RAV,2017
5TBRU34185S448810,TOYT,   ,2005
1FTRF17W8XNB25010,FORD,   ,1999
1N4AA6AP9GC431449,NISS,MAX,2016
1GC2KUEG0FZ512717,CHEV,   ,2015
3GCPWCED2MG300781,CHEV,   ,2021
1HGCR2F38HA210675,HOND,ACC,2017
2FALP71WXSX179436,FORD,CRV,1995
3FA6P0H78DR114105,FORD,FUS,2013
1FTNE2EW2DDB22941,FORD,   ,2013
1BAKGCPHX9F260640,BLUE,   ,2009
1GC1KWE8XGF143433,CHEV,   ,2016
1C4AJWAG9EL312145,JEEP,WRA,2014
WBXHT3C35J5L25753,BMW ,X1 ,2018
JTJBM7FX8K5220970,LEXS,GX ,2019
    6D47S99152450,CADI,DEV,1979
1HGCP2F68BA156835,HOND,ACC,2011
JTJBM7FX9J5198007,LEXS,GX4,2018
1G1PK5SB7E7367392,CHEV,CRU,2014
1GCHK23U11F200469,CHEV,   ,2001
5LTPW16507FJ11660,LINC,   ,2007
5J8YD9H47PL000249,ACUR,MDX,2023
4T1BE46K89U849966,TOYT,   ,2009
1FTEF15N7SNB48523,FORD,   ,1995
2FABP7BV0BX128982,FORD,CRO,2011
4T1B11HK8JU546603,TOYT,CAM,2018
1HGCS22838A017579,HOND,AEX,2008
JM1GJ1V58G1447783,MAZD,6  ,2016
5J8TC2H81NL003801,ACUR,RDX,2022
2T3YFREV3FW179794,TOYT,RAV,2015
1GKS1BKCXJR154144,GMC ,YUK,2018
5GAERBKW0LJ197597,BUIC,ENC,2020
5TBRT34192S275331,TOYT,   ,2002
1GCHK23255F816079,CHEV,   ,2005
1GBHC34M0BV143078,CHEV,   ,1981
1LNHM82W83Y700759,LINC,TOW,2003
KNDMG4C76C6426032,KIA ,SED,2012
1FMCU0F73HUA88564,FORD,ESC,2017
1FTNE1EW0BDA35823,FORD,   ,2011
3GNCJLSB5JL246032,CHEV,TRA,2018
1XPBDP9X3HD410459,PTRB,   ,2017
JN8AY2DA0M9374142,NISS,ARM,2021
4M2ZU52P8WUJ09675,MERC,MTN,1998
2B5WB35ZXVK581552,DODG,   ,1997
1FT7X2B69GEB26913,FORD,   ,2016
1GBHC24U13E184508,CHEV,   ,2003
1N6AD0ER4CC413846,NISS,   ,2012
2NKHHM6X3MM458825,KW  ,   ,2021
1GB3CVCY6KF139234,CHEV,   ,2019
KL8CD6S95FC709006,CHEV,SPK,2015
4S4WMARD1M3475750,SUBA,ASC,2021
WD4FF0CD2KT009538,WINN,   ,2020
4T1BK36B46U100919,TOYT,AVA,2006
KL4CJASB4JB597085,BUIC,ENC,2018
JTMZFREV8FJ040196,TOYT,RAV,2015
1G11H5SL0EF227414,CHEV,MAL,2014
3GYFNAE36CS645473,CADI,SRX,2012
1HGCV1F30LA095178,HOND,ACC,2020
4T1B21HK4JU008011,TOYT,CAM,2018
JHMGE8H35CC023823,HOND,FIT,2012
3FTTW8E33NRA57622,FORD,   ,2022
1GCESBF93B8132269,CHEV,   ,2011
RFGBSSGE9NX004575,SANG,   ,2022
1FDYW90L0NVA26877,FORD,   ,1992
1D7HA18D55S344311,DODG,   ,2005
2D4RN3DG6BR668916,DODG,CAR,2011
5XYKT4A77FG595984,KIA ,SOR,2015
3ALACXFC6JDJH1284,FRHT,   ,2018
1N4AL3AP9HN315747,NISS,ALT,2017
3GKALMEV9LL289771,GMC ,TER,2020
1G1JF12F937177175,CHEV,CAV,2003
1FTMF1E56LKD46248,FORD,   ,2020
1FTER4EH9KLB00505,FORD,   ,2019
WDDHF5KB3DA667261,MERZ,E  ,2013
3GCPCTEC6EG330402,CHEV,   ,2014
    J8A93EH075673,JEEP,CJ7,1978
1FTFW1E86MFC00199,FORD,   ,2021
1FDXT84A9HVA59551,FORD,   ,1987
KNADM4A33G6576062,KIA ,RIO,2016
5TDZZRFH2KS333914,TOYT,HDR,2019
JA4AP3AUXGZ028682,MITS,   ,2016
1BAKGCSH9KF352156,BLUB,   ,2019
3FAFP15P7WR247841,FORD,EST,1998
1GNEC13V13R300244,CHEV,TAH,2003
3FA6P0G74HR358793,FORD,FUS,2017
1HGCV1F5XLA131380,HOND,ACC,2020
JTEBU5JR7J5508067,TOYT,4RN,2018
1GNDS13S562143822,CHEV,TBZ,2006
3GCPCSE06CG300815,CHEV,   ,2012
3GCPCREC4GG348046,CHEV,   ,2016
1GYKPPRLXRZ102192,CADI,LYQ,2024
1GKKRPED8CJ111353,GMC ,ACA,2012
SALME15427A260949,LNDR,   ,2007
2G61P5S38D9195915,CADI,XTS,2013
JA4MW31R82J002679,MITS,MON,2002
JNKCV66E69M724882,INFI,G37,2009
3C4NJDCN5PT565746,JEEP,CMP,2023
WP1AF2A52PLB56394,PORS,MCN,2023
5GAKRCKD6EJ364412,BUIC,ENC,2014
4F2CZ02799KM08396,MAZD,TRB,2009
1GKFK63837J390111,GMC ,   ,2007
1FMCU0G91DUB20745,FORD,ECP,2013
1GCNCPEX7BZ206118,CHEV,   ,2011
JT4TN12D7T0019962,TOYT,   ,1996
1FDXW47P15EC97115,FORD,   ,2005
1C4RJECG2GC369347,JEEP,   ,2016
JTEBU5JR9J5586494,TOYT,4RN,2018
2FZHATDC97AY61104,STER,   ,2007
5XYKT3A65FG583396,KIA ,SOR,2015
3FAHP0HG2CR117203,FORD,FUS,2012
2GTEC19V8X1534072,GMC ,   ,1999
1C6RREJT2MN710357,RAM ,   ,2021
WA1EVBF10PD013427,AUDI,Q8 ,2023
JTJHZKEA7L2014585,LEXS,RX3,2020
3D7JB1EK1BG596769,DODG,   ,2011
1B3LC46K18N193103,DODG,AVE,2008
1FTFW1EF1EFC26144,FORD,   ,2014
5XYK43AF3PG074146,KIA ,SPT,2023
JTDKN3DU8C1557939,TOYT,PRI,2012
1GNSCJKCXGR284487,CHEV,SUB,2016
1GAZGMFG0H1265191,CHEV,   ,2017
1N4AL3AP6HN349242,NISS,ALT,2017
1C4HJWEG3GL287447,JEEP,WRA,2016
1FTYR10D98PA65627,FORD,   ,2008
1FM5K7D80KGB02400,FORD,XPL,2019
1C6RR6FT9JS180870,RAM ,   ,2018
3GNEC16Z83G282825,CHEV,   ,2003
1GNEC13T31R102132,CHEV,TAH,2001
1M2K189C45M027974,MACK,   ,2005
KMUHCESC1PU144218,GENS,GV8,2023
3C6UR5DL3EG252411,RAM ,   ,2014
2HKRW1H54LH429287,HOND,CRV,2020
1FTFW1EG8JFD45716,FORD,   ,2018
1GAHG35U071199544,CHEV,   ,2007
1G1ZD5ST4MF027715,CHEV,MAL,2021
1GAZGPFG7K1257291,CHEV,   ,2019
1FDSE35L54HB09829,FORD,   ,2004
3N1AB8BV0NY239151,NISS,SEN,2022
1FMCU02719KB39384,FORD,ECP,2009
7FARW1H82NE001458,HOND,CRV,2022
2G1FB1EV6A9164450,CHEV,CAM,2010
1FTEW1EG7GKD70232,FORD,   ,2016
1HD1KTC10JB686551,HD  ,   ,2018
1HGCP26779A032929,HOND,ACC,2009
3LN6L5C96KR613148,LINC,MKZ,2019
3N63M0YN7HK701668,CHEV,EXP,2017
1GBJG31U671137259,CHEV,   ,2007
2FALP72W8SX142643,FORD,CVC,1995
WA1AVBF10PD019131,AUDI,Q8 ,2023
1FT7W2BN3LEC67027,FORD,   ,2020
4DRBUSKP1BB341008,IC  ,   ,2011
7FART6H97LE000916,HOND,CRV,2020
5NPDH4AE4GH702590,HYUN,ELA,2016
1GAZGPFP7K1162228,CHEV,   ,2019
5J6RW1H86KA042895,HOND,CRV,2019
1GC2KVCGXBZ389298,CHEV,   ,2011
1FM5K8AR1HGD92769,FORD,   ,2017
5TBRT34142S263054,TOYT,   ,2002
1FDUF5HY4JEB74757,FORD,   ,2018
3GTEC13J68G272759,GMC ,   ,2008
2C4RDGBGXKR804300,DODG,GCV,2019
JM3TCACY9J0207572,MAZD,CX9,2018
1FM5K7D80DGC71917,FORD,XPL,2013
1N6ED1EJ8PN629923,NISS,   ,2023
1FDFE4FS3KDC19067,ELCO,   ,2019
1FDXE4FS1JDC35500,FORD,   ,2018
3GCUKSEC6HG495676,CHEV,   ,2017
3TMAZ5CN1LM139165,TOYT,   ,2020
WP1AB2A51MLB32319,PORS,MAC,2021
5TFAX5GN6LX175881,TOYT,   ,2020
3KPC24A63LE113454,HYUN,ACC,2020
5NPE34AF4FH228649,HYUN,SON,2015
1GC4YLEY6LF172481,CHEV,   ,2020
      F10J7D16754,FORD,   ,1957
1FTRW07L31KD98851,FORD,   ,2001
3N1AB7AP7JY312877,NISS,SEN,2018
5TFHW5F1XHX625796,TOYT,   ,2017
3C6LRVCG6ME517963,RAM ,   ,2021
1C4AJWAG0FL677461,JEEP,WRA,2015
1FTRX17WX2NA59050,FORD,   ,2002
3GCUKSEJ2HG346082,CHEV,   ,2017
WBA4W7C06LAH17182,BMW ,440,2020
1GCHC33J5YF423584,CHEV,   ,2000
1HVLNZRL5KH676149,ITNL,   ,1989
1FTMF1C54LKD79512,FORD,   ,2020
2HKRW1H85HH518934,HOND,   ,2017
1NL1G2722N6010238,KGSP,   ,2022
1FDUF4GY1DEA42703,FORD,   ,2013
1FA6P8CF6G5259423,FORD,MUS,2016
1FDUF5GT1KEG87651,FORD,   ,2019
5BZBF0AA9JN853175,NISS,NVP,2018
3GCPCSE09CG182694,CHEV,   ,2012
1GNKRHKD4GJ347226,CHEV,TRV,2016
1NXAE04E3PZ041913,TOYT,COR,1993
ZN661XUL5HX238691,MASE,   ,2017
5N1AZ2MG8HN101133,NISS,MUR,2017
5TETX22N48Z535390,TOYT,   ,2008
W1N0G8DBXNV395247,MERZ,GLC,2022
3GSCL53758S654530,STRN,VUE,2008
1GNCS13W5Y2166566,CHEV,ID ,2000
1FMCU0F75EUE01321,FORD,ECP,2014
4JGFB4JBXMA564942,MERZ,GLE,2021
MAJ6S3KL7LC347444,FORD,ECO,2020
3GCPCREA2BG121106,CHEV,   ,2011
1GCVKREC9EZ418762,CHEV,   ,2014
WDC0G4JB3HV006550,MERZ,GLC,2017
JTENU5JR1P6118081,TOYT,4RN,2023
1HGCV1F33LA014139,HOND,ACC,2020
5N1AT2MT2LC786460,NISS,ROG,2020
1GKFC13067R328715,GMC ,YUK,2007
1G6KT5R68KU145175,CALC,CT6,2019
2FWJA3AS42AJ70307,STRG,   ,2002
5GAERBKW9PJ123052,BUIC,ENC,2023
1G11Z5S36KU110733,CHEV,IMP,2019
1FTHX25F5VEC48469,FORD,   ,1997
5TDZT38AX2S108378,TOYT,SQA,2002
5TFUW5F12AX097255,TOYT,   ,2010
1FAFP53206A257457,FORD,TAU,2006
1FTPX12576KB05432,FORD,   ,2006
1FT7W2B60GED44919,FORD,   ,2016
1G4GD2213W4708146,BUIC,RIV,1998
1C4NJPCB7ED805602,JEEP,PAT,2014
1GCHSBEA4J1192898,CHEV,   ,2018
1GNFC26J59R258317,CHEV,   ,2009
1HGCR6F35FA003374,HOND,ACC,2015
1M2AX12CXJM040234,MACK,   ,2018
1GKKNMLS3KZ195285,GMC ,ACA,2019
1G6KD54Y5XU777693,CADI,DEV,1999
2GCEC19Z3R1137231,CHEV,   ,1994
3GCPCRECXJG114601,CHEV,   ,2018
    237176Z114903,PONT,LEM,1966
1HGCR2F88DA080628,HOND,ACC,2013
5TDHARAHXNS012976,TOYT,HDR,2022
1GC1KREG6KF257446,CHEV,   ,2019
1HFSC47483A201309,HOND,   ,2003
3KPA24AD9PE550774,KIA ,RIO,2023
1J4FA29P4YP786465,JEEP,WRA,2000
1FMCU0JD3HUE64371,FORD,ESC,2017
3C6UR5NL5MG661409,RAM ,   ,2021
JTHBE262185018597,LEXS,IS ,2008
JN1BV7AP3FM347924,INFI,   ,2015
1C6RR7FT5FS558955,RAM ,   ,2015
1C6RR6KT8KS633481,RAM ,   ,2019
1GNEREKW7LJ117543,CHEV,TRV,2020
3GKEC16Z32G279200,GMC ,YUK,2002
4TAUN73C0SZ045371,TOYT,   ,1995
1FTEW1C81FFA05600,FORD,   ,2015
1FTEW1CG0FKE97678,FORD,   ,2015
4T1B21HK9KU519652,TOYT,CAM,2019
1FT8W3DT1HEC30779,FORD,   ,2017
4A31K5DFXCE005317,MITS,ECL,2012
WA1LJAF72MD011451,AUDI,Q7 ,2021
5LMCJ1C98LUL28198,LINC,   ,2020
1HD1BXB116Y087087,HD  ,   ,2006
1G1125S38FU111263,CHEV,IMP,2015
3TYAX5GN3NT042380,TOYT,   ,2022
5XYP34HC6LG023020,KIA ,TEL,2020
WBA3A5C57CF350240,BMW ,328,2012
1LNHM82W63Y622286,LINC,TOW,2003
JTHBL1EF6D5120010,LEXS,LS ,2013
2FAHP71V09X132231,FORD,CVC,2009
4JGDA5JB5JB025117,MERZ,GLE,2018
1FTPF12VX9KB89558,FORD,   ,2009
1N4AL21E29N477181,NISS,ALT,2009
1GTGC29R6VE506803,GMC ,   ,1997
1GCDT14R1H2129310,CHEV,   ,1987
1G1ZD5ST2LF099835,CHEV,MAL,2020
1GCRCREA0BZ439492,CHEV,   ,2011
JN8AY2NF5J9330353,NISS,   ,2018
1GCGSCEN5K1277352,CHEV,   ,2019
5TDZA23C16S509736,TOYT,   ,2006
1FBAX2Y86LKA76776,FORD,   ,2020
1BAKGCSH7JF344958,BLUB,   ,2018
JTEZT17R660027457,TOYT,4RN,2006
1GDJG31U641121081,THOM,   ,2004
1GCEC19V37Z188228,CHEV,   ,2007
JM1GL1TY1L1524625,MAZD,6  ,2020
4JGFB5KB8PA940126,MERZ,GLE,2023
JA3AM44H5VY003872,MITS,300,1997
1C6RR6FG8NS153720,RAM ,   ,2022
1GNES16S936117874,CHEV,TBZ,2003
1GNSCKE03DR239278,CHEV,SUB,2013
1N6BF0KM1MN807477,NISS,   ,2021
JS1SK43A412102349,SUZI,   ,2001
5FNYF3H42DB016475,HOND,PLT,2013
3N1AB8DV3LY287477,NISS,SEN,2020
1C4RJEAG7LC441432,JEEP,GRC,2020
1FDEE35L29DA32946,SRTR,   ,2009
5J8YD3H54LL001133,ACUR,MDX,2020
5YFBURHE9KP943191,TOYT,COA,2019
5XYP64HC2MG097348,KIA ,TEL,2021
5TFRV54117X025905,TOYT,   ,2007
1GC1KUEG1FF165220,CHEV,   ,2015
1C6RREFT4NN320404,RAM ,   ,2022
3LNHM26T57R627772,LINC,MKZ,2007
JALC4W16XP7K02755,ISU ,   ,2023
JTDZN3EU2C3167761,TOYT,   ,2012
KNDPB3AC2G7814834,KIA ,SPT,2016
1FTNX20F9XEA04076,FORD,   ,1999
1FUBHSDV1KLKK9865,FRHT,   ,2019
1G1ZC5EB3AF244254,CHEV,MAL,2010
3GCPCREC3HG119228,CHEV,   ,2017
1GTEC14W7WZ502722,GMC ,   ,1998
3GCUYEED0LG172029,CHEV,   ,2020
1GKEC16Z32J330841,GMC ,   ,2002
W1X8ED3Y4KP196368,FORV,   ,2021
JTEZU5JRXK5211777,TOYT,4RN,2019
1GCHK23U36F150522,CHEV,   ,2006
1GC4K1C88DF180656,CHEV,   ,2013
3AKBHSDV7KSKC7795,FRHT,   ,2019
2GCEC19J381338880,CHEV,   ,2008
5NPDH4AEXGH767797,HYUN,ELA,2016
1FTEW1EF2HKC23552,FORD,   ,2017
1HGCV1F37NA081359,HOND,ACC,2022
1GTG5DEN7J1127741,GMC ,   ,2018
3GNAL4EK3DS629416,CHEV,CTV,2013
1BAKGCPA5DF291600,BLUB,   ,2013
2GCRCPEC1K1120021,CHEV,   ,2019
1FTPW14V17KD64967,FORD,   ,2007
3PCAJ5M17LF101799,INFI,QX5,2020
